Theta1,Theta2
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
0.727297,1.64682
2.21321,1.64682
0.71998,1.64516
2.20738,1.64516
0.712558,1.64341
2.20155,1.64341
0.705026,1.64156
2.19571,1.64156
0.697379,1.6396
2.18987,1.6396
0.689611,1.63755
2.18401,1.63755
0.681717,1.63539
2.17815,1.63539
0.673691,1.63314
2.17226,1.63314
0.665526,1.63078
2.16637,1.63078
0.976608,1.61476
2.49618,1.61476
0.970562,1.61721
2.48766,1.61721
0.964537,1.61957
2.4793,1.61957
0.958528,1.62182
2.47108,1.62182
0.952535,1.62397
2.463,1.62397
0.946553,1.62602
2.45505,1.62602
0.940582,1.62798
2.44723,1.62798
0.934618,1.62983
2.43952,1.62983
0.92866,1.63158
2.43193,1.63158
0.922704,1.63324
2.42444,1.63324
0.916748,1.63479
2.41706,1.63479
0.91079,1.63624
2.40978,1.63624
0.904826,1.6376
2.4026,1.6376
0.898856,1.63885
2.3955,1.63885
0.892875,1.64
2.38849,1.64
0.886881,1.64105
2.38156,1.64105
0.880873,1.64201
2.37471,1.64201
0.874846,1.64286
2.36793,1.64286
0.868799,1.64361
2.36122,1.64361
0.862728,1.64426
2.35458,1.64426
0.856631,1.64481
2.348,1.64481
0.850505,1.64527
2.34148,1.64527
0.844348,1.64562
2.33502,1.64562
0.838156,1.64587
2.32861,1.64587
0.831927,1.64602
2.32225,1.64602
0.825657,1.64607
2.31594,1.64607
0.819343,1.64602
2.30967,1.64602
0.812983,1.64587
2.30344,1.64587
0.806573,1.64562
2.29724,1.64562
0.800111,1.64527
2.29109,1.64527
0.793592,1.64481
2.28496,1.64481
0.787013,1.64426
2.27886,1.64426
0.780372,1.64361
2.27279,1.64361
0.773664,1.64286
2.26675,1.64286
0.766886,1.64201
2.26072,1.64201
0.760034,1.64105
2.25471,1.64105
0.753105,1.64
2.24872,1.64
0.746094,1.63885
2.24274,1.63885
0.738997,1.6376
2.23677,1.6376
0.73181,1.63624
2.2308,1.63624
0.724529,1.63479
2.22484,1.63479
0.717149,1.63324
2.21889,1.63324
0.709665,1.63158
2.21293,1.63158
0.702072,1.62983
2.20697,1.62983
0.694366,1.62798
2.20101,1.62798
0.686541,1.62602
2.19504,1.62602
0.678591,1.62397
2.18906,1.62397
0.67051,1.62182
2.18306,1.62182
0.662291,1.61957
2.17706,1.61957
0.653929,1.61721
2.17103,1.61721
0.972213,1.6011
2.50799,1.6011
0.966039,1.60355
2.49926,1.60355
0.959885,1.6059
2.4907,1.6059
0.953748,1.60816
2.48228,1.60816
0.947625,1.61031
2.47401,1.61031
0.941516,1.61236
2.46587,1.61236
0.935415,1.61431
2.45786,1.61431
0.929323,1.61616
2.44997,1.61616
0.923235,1.61791
2.4422,1.61791
0.91715,1.61957
2.43455,1.61957
0.911064,1.62112
2.427,1.62112
0.904976,1.62257
2.41955,1.62257
0.898882,1.62392
2.4122,1.62392
0.892781,1.62517
2.40495,1.62517
0.886669,1.62632
2.39778,1.62632
0.880545,1.62738
2.39069,1.62738
0.874404,1.62833
2.38369,1.62833
0.868245,1.62918
2.37676,1.62918
0.862065,1.62993
2.3699,1.62993
0.855861,1.63058
2.36312,1.63058
0.84963,1.63113
2.35639,1.63113
0.84337,1.63158
2.34973,1.63158
0.837077,1.63193
2.34312,1.63193
0.830749,1.63218
2.33657,1.63218
0.824382,1.63234
2.33007,1.63234
0.817974,1.63239
2.32362,1.63239
0.811521,1.63234
2.31721,1.63234
0.805021,1.63218
2.31084,1.63218
0.79847,1.63193
2.30452,1.63193
0.791864,1.63158
2.29822,1.63158
0.785201,1.63113
2.29196,1.63113
0.778477,1.63058
2.28573,1.63058
0.771689,1.62993
2.27953,1.62993
0.764832,1.62918
2.27335,1.62918
0.757903,1.62833
2.26719,1.62833
0.750898,1.62738
2.26105,1.62738
0.743814,1.62632
2.25492,1.62632
0.736645,1.62517
2.24881,1.62517
0.729388,1.62392
2.24271,1.62392
0.722039,1.62257
2.23662,1.62257
0.714592,1.62112
2.23053,1.62112
0.707044,1.61957
2.22444,1.61957
0.699388,1.61791
2.21836,1.61791
0.69162,1.61616
2.21227,1.61616
0.683734,1.61431
2.20618,1.61431
0.675725,1.61236
2.20008,1.61236
0.667587,1.61031
2.19397,1.61031
0.659313,1.60816
2.18784,1.60816
0.650896,1.6059
2.18171,1.6059
0.642329,1.60355
2.17555,1.60355
0.967968,1.58735
2.5198,1.58735
0.961665,1.5898
2.51086,1.5898
0.955381,1.59215
2.50208,1.59215
0.949114,1.5944
2.49346,1.5944
0.942861,1.59655
2.48498,1.59655
0.936621,1.5986
2.47665,1.5986
0.930391,1.60055
2.46845,1.60055
0.924167,1.6024
2.46038,1.6024
0.917949,1.60415
2.45243,1.60415
0.911732,1.6058
2.4446,1.6058
0.905515,1.60735
2.43688,1.60735
0.899296,1.60881
2.42926,1.60881
0.89307,1.61016
2.42175,1.61016
0.886837,1.61141
2.41433,1.61141
0.880592,1.61256
2.407,1.61256
0.874334,1.61361
2.39975,1.61361
0.86806,1.61456
2.39259,1.61456
0.861767,1.61541
2.38551,1.61541
0.855452,1.61616
2.3785,1.61616
0.849113,1.61681
2.37156,1.61681
0.842746,1.61736
2.36469,1.61736
0.836348,1.61781
2.35788,1.61781
0.829918,1.61816
2.35113,1.61816
0.823451,1.61841
2.34443,1.61841
0.816945,1.61856
2.33779,1.61856
0.810396,1.61861
2.3312,1.61861
0.803802,1.61856
2.32465,1.61856
0.797159,1.61841
2.31814,1.61841
0.790464,1.61816
2.31167,1.61816
0.783713,1.61781
2.30524,1.61781
0.776903,1.61736
2.29885,1.61736
0.77003,1.61681
2.29248,1.61681
0.763091,1.61616
2.28614,1.61616
0.756082,1.61541
2.27983,1.61541
0.748999,1.61456
2.27353,1.61456
0.741838,1.61361
2.26726,1.61361
0.734595,1.61256
2.261,1.61256
0.727266,1.61141
2.25476,1.61141
0.719845,1.61016
2.24852,1.61016
0.712329,1.60881
2.2423,1.60881
0.704713,1.60735
2.23608,1.60735
0.696991,1.6058
2.22986,1.6058
0.689158,1.60415
2.22364,1.60415
0.68121,1.6024
2.21743,1.6024
0.673139,1.60055
2.2112,1.60055
0.664941,1.5986
2.20497,1.5986
0.656608,1.59655
2.19873,1.59655
0.648134,1.5944
2.19248,1.5944
0.639511,1.59215
2.18621,1.59215
0.630733,1.5898
2.17993,1.5898
0.963883,1.5735
2.53161,1.5735
0.957448,1.57595
2.52244,1.57595
0.951032,1.5783
2.51345,1.5783
0.944634,1.58055
2.50461,1.58055
0.93825,1.5827
2.49593,1.5827
0.931878,1.58475
2.4874,1.58475
0.925516,1.5867
2.479,1.5867
0.91916,1.58855
2.47074,1.58855
0.912809,1.5903
2.46261,1.5903
0.90646,1.59195
2.45459,1.59195
0.90011,1.5935
2.44669,1.5935
0.893757,1.59495
2.4389,1.59495
0.887398,1.5963
2.43122,1.5963
0.881031,1.59755
2.42363,1.59755
0.874652,1.5987
2.41613,1.5987
0.868259,1.59975
2.40873,1.59975
0.861849,1.6007
2.40141,1.6007
0.85542,1.60155
2.39417,1.60155
0.848969,1.6023
2.387,1.6023
0.842492,1.60295
2.37991,1.60295
0.835987,1.6035
2.37289,1.6035
0.829451,1.60395
2.36593,1.60395
0.82288,1.6043
2.35903,1.6043
0.816273,1.60455
2.35219,1.60455
0.809625,1.6047
2.3454,1.6047
0.802933,1.60475
2.33866,1.60475
0.796195,1.6047
2.33197,1.6047
0.789407,1.60455
2.32532,1.60455
0.782565,1.6043
2.31871,1.6043
0.775666,1.60395
2.31214,1.60395
0.768706,1.6035
2.30561,1.6035
0.761682,1.60295
2.2991,1.60295
0.75459,1.6023
2.29262,1.6023
0.747425,1.60155
2.28617,1.60155
0.740185,1.6007
2.27974,1.6007
0.732864,1.59975
2.27333,1.59975
0.725459,1.5987
2.26694,1.5987
0.717965,1.59755
2.26056,1.59755
0.710376,1.5963
2.25419,1.5963
0.702689,1.59495
2.24784,1.59495
0.694899,1.5935
2.24148,1.5935
0.686999,1.59195
2.23513,1.59195
0.678985,1.5903
2.22878,1.5903
0.670851,1.58855
2.22243,1.58855
0.66259,1.5867
2.21608,1.5867
0.654196,1.58475
2.20971,1.58475
0.645663,1.5827
2.20334,1.5827
0.636982,1.58055
2.19696,1.58055
0.628147,1.5783
2.19056,1.5783
0.619149,1.57595
2.18414,1.57595
0.959964,1.55955
2.54341,1.55955
0.953397,1.562
2.53401,1.562
0.946848,1.56435
2.52478,1.56435
0.940317,1.5666
2.51573,1.5666
0.9338,1.56875
2.50683,1.56875
0.927295,1.5708
2.49809,1.5708
0.920799,1.57275
2.4895,1.57275
0.91431,1.5746
2.48104,1.5746
0.907826,1.57635
2.47271,1.57635
0.901342,1.578
2.46451,1.578
0.894858,1.57955
2.45643,1.57955
0.88837,1.581
2.44846,1.581
0.881876,1.58235
2.4406,1.58235
0.875373,1.5836
2.43284,1.5836
0.868858,1.58475
2.42518,1.58475
0.862328,1.5858
2.41761,1.5858
0.855781,1.58675
2.41012,1.58675
0.849214,1.5876
2.40272,1.5876
0.842624,1.58835
2.3954,1.58835
0.836008,1.589
2.38815,1.589
0.829363,1.58955
2.38097,1.58955
0.822686,1.59
2.37386,1.59
0.815974,1.59035
2.36681,1.59035
0.809223,1.5906
2.35982,1.5906
0.802431,1.59075
2.35288,1.59075
0.795595,1.5908
2.346,1.5908
0.78871,1.59075
2.33916,1.59075
0.781774,1.5906
2.33237,1.5906
0.774783,1.59035
2.32562,1.59035
0.767733,1.59
2.31891,1.59
0.760621,1.58955
2.31223,1.58955
0.753442,1.589
2.30558,1.589
0.746194,1.58835
2.29897,1.58835
0.738871,1.5876
2.29238,1.5876
0.73147,1.58675
2.28581,1.58675
0.723986,1.5858
2.27926,1.5858
0.716415,1.58475
2.27273,1.58475
0.708752,1.5836
2.26622,1.5836
0.700992,1.58235
2.25972,1.58235
0.69313,1.581
2.25322,1.581
0.685161,1.57955
2.24673,1.57955
0.677079,1.578
2.24025,1.578
0.668879,1.57635
2.23377,1.57635
0.660553,1.5746
2.22728,1.5746
0.652096,1.57275
2.22079,1.57275
0.643501,1.5708
2.2143,1.5708
0.63476,1.56875
2.20779,1.56875
0.625867,1.5666
2.20128,1.5666
0.616811,1.56435
2.19474,1.56435
0.607585,1.562
2.1882,1.562
0.956221,1.54549
2.55519,1.54549
0.949519,1.54794
2.54554,1.54794
0.942837,1.55029
2.53608,1.55029
0.936172,1.55255
2.52679,1.55255
0.929521,1.5547
2.51768,1.5547
0.922881,1.55675
2.50873,1.55675
0.916251,1.5587
2.49992,1.5587
0.909627,1.56055
2.49127,1.56055
0.903007,1.5623
2.48274,1.5623
0.896388,1.56395
2.47435,1.56395
0.889768,1.5655
2.46608,1.5655
0.883143,1.56695
2.45793,1.56695
0.876512,1.5683
2.44989,1.5683
0.869872,1.56955
2.44195,1.56955
0.863219,1.5707
2.43412,1.5707
0.856551,1.57175
2.42638,1.57175
0.849865,1.5727
2.41873,1.5727
0.843159,1.57355
2.41116,1.57355
0.836428,1.5743
2.40368,1.5743
0.829671,1.57495
2.39627,1.57495
0.822884,1.5755
2.38893,1.5755
0.816064,1.57595
2.38167,1.57595
0.809208,1.5763
2.37446,1.5763
0.802313,1.57655
2.36732,1.57655
0.795375,1.5767
2.36024,1.5767
0.788391,1.57675
2.3532,1.57675
0.781357,1.5767
2.34622,1.5767
0.774271,1.57655
2.33928,1.57655
0.767128,1.5763
2.33238,1.5763
0.759925,1.57595
2.32553,1.57595
0.752658,1.5755
2.31871,1.5755
0.745322,1.57495
2.31192,1.57495
0.737914,1.5743
2.30516,1.5743
0.73043,1.57355
2.29843,1.57355
0.722865,1.5727
2.29173,1.5727
0.715215,1.57175
2.28504,1.57175
0.707475,1.5707
2.27837,1.5707
0.699639,1.56955
2.27172,1.56955
0.691704,1.5683
2.26508,1.5683
0.683663,1.56695
2.25845,1.56695
0.675511,1.5655
2.25183,1.5655
0.667242,1.56395
2.2452,1.56395
0.65885,1.5623
2.23859,1.5623
0.650328,1.56055
2.23197,1.56055
0.641669,1.5587
2.22534,1.5587
0.632866,1.55675
2.21871,1.55675
0.623912,1.5547
2.21207,1.5547
0.614798,1.55255
2.20542,1.55255
0.605515,1.55029
2.19876,1.55029
0.596053,1.54794
2.19207,1.54794
0.952662,1.53134
2.56694,1.53134
0.945825,1.53379
2.55703,1.53379
0.939008,1.53614
2.54732,1.53614
0.932207,1.53839
2.53781,1.53839
0.92542,1.54054
2.52846,1.54054
0.918645,1.54259
2.51929,1.54259
0.911878,1.54454
2.51027,1.54454
0.905118,1.54639
2.50141,1.54639
0.898362,1.54814
2.49268,1.54814
0.891606,1.54979
2.48409,1.54979
0.884848,1.55135
2.47563,1.55135
0.878086,1.5528
2.46729,1.5528
0.871317,1.55415
2.45907,1.55415
0.864538,1.5554
2.45095,1.5554
0.857746,1.55655
2.44294,1.55655
0.850938,1.5576
2.43503,1.5576
0.844112,1.55855
2.42721,1.55855
0.837264,1.5594
2.41948,1.5594
0.830391,1.56015
2.41183,1.56015
0.823491,1.5608
2.40426,1.5608
0.81656,1.56135
2.39676,1.56135
0.809596,1.5618
2.38934,1.5618
0.802594,1.56215
2.38198,1.56215
0.795552,1.5624
2.37468,1.5624
0.788465,1.56255
2.36744,1.56255
0.781332,1.5626
2.36026,1.5626
0.774148,1.56255
2.35313,1.56255
0.766909,1.5624
2.34604,1.5624
0.759612,1.56215
2.339,1.56215
0.752253,1.5618
2.332,1.5618
0.744828,1.56135
2.32503,1.56135
0.737333,1.5608
2.3181,1.5608
0.729763,1.56015
2.3112,1.56015
0.722114,1.5594
2.30433,1.5594
0.714382,1.55855
2.29748,1.55855
0.706562,1.5576
2.29065,1.5576
0.698649,1.55655
2.28385,1.55655
0.690638,1.5554
2.27705,1.5554
0.682523,1.55415
2.27028,1.55415
0.674299,1.5528
2.26351,1.5528
0.665959,1.55135
2.25674,1.55135
0.657499,1.54979
2.24999,1.54979
0.64891,1.54814
2.24323,1.54814
0.640186,1.54639
2.23647,1.54639
0.63132,1.54454
2.22971,1.54454
0.622304,1.54259
2.22295,1.54259
0.613129,1.54054
2.21617,1.54054
0.603787,1.53839
2.20939,1.53839
0.594268,1.53614
2.20258,1.53614
0.584562,1.53379
2.19577,1.53379
0.949296,1.51707
2.57864,1.51707
0.942323,1.51952
2.56847,1.51952
0.935369,1.52188
2.55851,1.52188
0.928432,1.52413
2.54875,1.52413
0.921509,1.52628
2.53917,1.52628
0.914596,1.52833
2.52977,1.52833
0.907693,1.53029
2.52053,1.53029
0.900795,1.53214
2.51145,1.53214
0.8939,1.53389
2.50252,1.53389
0.887006,1.53554
2.49373,1.53554
0.88011,1.53709
2.48507,1.53709
0.873209,1.53854
2.47654,1.53854
0.8663,1.53989
2.46813,1.53989
0.859381,1.54114
2.45983,1.54114
0.852448,1.54229
2.45164,1.54229
0.845499,1.54334
2.44355,1.54334
0.83853,1.54429
2.43556,1.54429
0.83154,1.54514
2.42766,1.54514
0.824524,1.54589
2.41984,1.54589
0.817479,1.54654
2.41211,1.54654
0.810403,1.54709
2.40445,1.54709
0.803292,1.54754
2.39686,1.54754
0.796142,1.54789
2.38935,1.54789
0.788951,1.54814
2.38189,1.54814
0.781715,1.54829
2.3745,1.54829
0.77443,1.54834
2.36716,1.54834
0.767093,1.54829
2.35988,1.54829
0.759699,1.54814
2.35264,1.54814
0.752246,1.54789
2.34545,1.54789
0.744729,1.54754
2.3383,1.54754
0.737143,1.54709
2.33119,1.54709
0.729486,1.54654
2.32411,1.54654
0.721751,1.54589
2.31707,1.54589
0.713935,1.54514
2.31005,1.54514
0.706034,1.54429
2.30306,1.54429
0.69804,1.54334
2.29609,1.54334
0.689951,1.54229
2.28914,1.54229
0.68176,1.54114
2.28221,1.54114
0.673462,1.53989
2.27529,1.53989
0.665051,1.53854
2.26838,1.53854
0.65652,1.53709
2.26148,1.53709
0.647862,1.53554
2.25459,1.53554
0.639072,1.53389
2.24769,1.53389
0.630141,1.53214
2.2408,1.53214
0.621062,1.53029
2.2339,1.53029
0.611826,1.52833
2.227,1.52833
0.602425,1.52628
2.22008,1.52628
0.592847,1.52413
2.21316,1.52413
0.583085,1.52188
2.20622,1.52188
0.573125,1.51952
2.19927,1.51952
0.946132,1.50269
2.59028,1.50269
0.939023,1.50515
2.57984,1.50515
0.931931,1.5075
2.56961,1.5075
0.924856,1.50976
2.5596,1.50976
0.917795,1.51191
2.54978,1.51191
0.910745,1.51397
2.54015,1.51397
0.903703,1.51592
2.53068,1.51592
0.896666,1.51777
2.52139,1.51777
0.889632,1.51952
2.51224,1.51952
0.882599,1.52118
2.50325,1.52118
0.875563,1.52273
2.49439,1.52273
0.868522,1.52418
2.48566,1.52418
0.861472,1.52553
2.47706,1.52553
0.854411,1.52678
2.46857,1.52678
0.847336,1.52793
2.4602,1.52793
0.840245,1.52898
2.45193,1.52898
0.833133,1.52993
2.44376,1.52993
0.825998,1.53079
2.43569,1.53079
0.818836,1.53154
2.4277,1.53154
0.811646,1.53219
2.4198,1.53219
0.804423,1.53274
2.41198,1.53274
0.797163,1.53319
2.40423,1.53319
0.789865,1.53354
2.39655,1.53354
0.782523,1.53379
2.38894,1.53379
0.775135,1.53394
2.38139,1.53394
0.767697,1.53399
2.3739,1.53399
0.760204,1.53394
2.36646,1.53394
0.752654,1.53379
2.35907,1.53379
0.745043,1.53354
2.35173,1.53354
0.737365,1.53319
2.34443,1.53319
0.729617,1.53274
2.33717,1.53274
0.721794,1.53219
2.32995,1.53219
0.713892,1.53154
2.32276,1.53154
0.705907,1.53079
2.31559,1.53079
0.697832,1.52993
2.30846,1.52993
0.689663,1.52898
2.30135,1.52898
0.681394,1.52793
2.29426,1.52793
0.67302,1.52678
2.28718,1.52678
0.664535,1.52553
2.28012,1.52553
0.655932,1.52418
2.27307,1.52418
0.647205,1.52273
2.26603,1.52273
0.638347,1.52118
2.25899,1.52118
0.62935,1.51952
2.25196,1.51952
0.620207,1.51777
2.24493,1.51777
0.610909,1.51592
2.23789,1.51592
0.601447,1.51397
2.23085,1.51397
0.591812,1.51191
2.2238,1.51191
0.581992,1.50976
2.21674,1.50976
0.571978,1.5075
2.20966,1.5075
0.561756,1.50515
2.20257,1.50515
0.943181,1.4882
2.60185,1.4882
0.935933,1.49066
2.59112,1.49066
0.928704,1.49302
2.58063,1.49302
0.92149,1.49527
2.57036,1.49527
0.91429,1.49743
2.56029,1.49743
0.9071,1.49949
2.55041,1.49949
0.899919,1.50144
2.54072,1.50144
0.892743,1.5033
2.53119,1.5033
0.885569,1.50505
2.52183,1.50505
0.878395,1.5067
2.51263,1.5067
0.871218,1.50826
2.50356,1.50826
0.864035,1.50971
2.49463,1.50971
0.856843,1.51106
2.48584,1.51106
0.84964,1.51231
2.47716,1.51231
0.842422,1.51346
2.4686,1.51346
0.835186,1.51452
2.46015,1.51452
0.82793,1.51547
2.4518,1.51547
0.820649,1.51632
2.44355,1.51632
0.813341,1.51707
2.43539,1.51707
0.806003,1.51772
2.42732,1.51772
0.798632,1.51827
2.41933,1.51827
0.791223,1.51872
2.41142,1.51872
0.783773,1.51907
2.40358,1.51907
0.776279,1.51932
2.39581,1.51932
0.768738,1.51947
2.3881,1.51947
0.761144,1.51952
2.38045,1.51952
0.753495,1.51947
2.37286,1.51947
0.745787,1.51932
2.36531,1.51932
0.738014,1.51907
2.35782,1.51907
0.730174,1.51872
2.35037,1.51872
0.722261,1.51827
2.34296,1.51827
0.714272,1.51772
2.33559,1.51772
0.7062,1.51707
2.32825,1.51707
0.698041,1.51632
2.32094,1.51632
0.689791,1.51547
2.31366,1.51547
0.681443,1.51452
2.30641,1.51452
0.672992,1.51346
2.29917,1.51346
0.664431,1.51231
2.29195,1.51231
0.655756,1.51106
2.28475,1.51106
0.646958,1.50971
2.27756,1.50971
0.638031,1.50826
2.27037,1.50826
0.628968,1.5067
2.2632,1.5067
0.61976,1.50505
2.25602,1.50505
0.610399,1.5033
2.24885,1.5033
0.600876,1.50144
2.24167,1.50144
0.591182,1.49949
2.23449,1.49949
0.581306,1.49743
2.2273,1.49743
0.571237,1.49527
2.2201,1.49527
0.560962,1.49302
2.21289,1.49302
0.550469,1.49066
2.20566,1.49066
0.940452,1.47359
2.61333,1.47359
0.933065,1.47605
2.60231,1.47605
0.925696,1.47841
2.59154,1.47841
0.918343,1.48067
2.58099,1.48067
0.911003,1.48283
2.57067,1.48283
0.903674,1.48489
2.56054,1.48489
0.896352,1.48685
2.55061,1.48685
0.889035,1.4887
2.54086,1.4887
0.88172,1.49046
2.53128,1.49046
0.874405,1.49212
2.52185,1.49212
0.867086,1.49367
2.51258,1.49367
0.859761,1.49512
2.50345,1.49512
0.852426,1.49648
2.49445,1.49648
0.845079,1.49773
2.48558,1.49773
0.837716,1.49888
2.47683,1.49888
0.830336,1.49994
2.4682,1.49994
0.822933,1.50089
2.45967,1.50089
0.815506,1.50174
2.45124,1.50174
0.808051,1.50249
2.4429,1.50249
0.800564,1.50314
2.43466,1.50314
0.793042,1.5037
2.4265,1.5037
0.785482,1.50415
2.41842,1.50415
0.777881,1.5045
2.41042,1.5045
0.770233,1.50475
2.40248,1.50475
0.762536,1.5049
2.39461,1.5049
0.754786,1.50495
2.38681,1.50495
0.746979,1.5049
2.37906,1.5049
0.73911,1.50475
2.37136,1.50475
0.731176,1.5045
2.36371,1.5045
0.723171,1.50415
2.35611,1.50415
0.715091,1.5037
2.34855,1.5037
0.706932,1.50314
2.34103,1.50314
0.698688,1.50249
2.33354,1.50249
0.690355,1.50174
2.32609,1.50174
0.681926,1.50089
2.31866,1.50089
0.673396,1.49994
2.31126,1.49994
0.66476,1.49888
2.30388,1.49888
0.65601,1.49773
2.29651,1.49773
0.64714,1.49648
2.28917,1.49648
0.638144,1.49512
2.28183,1.49512
0.629013,1.49367
2.27451,1.49367
0.61974,1.49212
2.26719,1.49212
0.610316,1.49046
2.25987,1.49046
0.600733,1.4887
2.25256,1.4887
0.59098,1.48685
2.24524,1.48685
0.581048,1.48489
2.23792,1.48489
0.570924,1.48283
2.23059,1.48283
0.560598,1.48067
2.22325,1.48067
0.550055,1.47841
2.2159,1.47841
0.539281,1.47605
2.20853,1.47605
0.937955,1.45886
2.62471,1.45886
0.930428,1.46133
2.61338,1.46133
0.92292,1.46369
2.60232,1.46369
0.915426,1.46595
2.5915,1.46595
0.907946,1.46812
2.58091,1.46812
0.900475,1.47018
2.57053,1.47018
0.893013,1.47214
2.56035,1.47214
0.885554,1.474
2.55037,1.474
0.878098,1.47575
2.54056,1.47575
0.87064,1.47741
2.53091,1.47741
0.863178,1.47897
2.52142,1.47897
0.855709,1.48042
2.51209,1.48042
0.848231,1.48178
2.50289,1.48178
0.840739,1.48303
2.49382,1.48303
0.833232,1.48419
2.48488,1.48419
0.825705,1.48524
2.47605,1.48524
0.818155,1.4862
2.46734,1.4862
0.81058,1.48705
2.45873,1.48705
0.802976,1.4878
2.45022,1.4878
0.79534,1.48845
2.4418,1.48845
0.787667,1.48901
2.43347,1.48901
0.779955,1.48946
2.42522,1.48946
0.7722,1.48981
2.41705,1.48981
0.764398,1.49006
2.40895,1.49006
0.756545,1.49021
2.40092,1.49021
0.748636,1.49026
2.39296,1.49026
0.740669,1.49021
2.38505,1.49021
0.732639,1.49006
2.37719,1.49006
0.72454,1.48981
2.36939,1.48981
0.716369,1.48946
2.36164,1.48946
0.708121,1.48901
2.35393,1.48901
0.699791,1.48845
2.34625,1.48845
0.691373,1.4878
2.33862,1.4878
0.682862,1.48705
2.33101,1.48705
0.674253,1.4862
2.32344,1.4862
0.665539,1.48524
2.31589,1.48524
0.656714,1.48419
2.30836,1.48419
0.647772,1.48303
2.30085,1.48303
0.638705,1.48178
2.29336,1.48178
0.629507,1.48042
2.28588,1.48042
0.620168,1.47897
2.27841,1.47897
0.610682,1.47741
2.27095,1.47741
0.601038,1.47575
2.2635,1.47575
0.591227,1.474
2.25604,1.474
0.581239,1.47214
2.24858,1.47214
0.571062,1.47018
2.24112,1.47018
0.560685,1.46812
2.23365,1.46812
0.550093,1.46595
2.22617,1.46595
0.539274,1.46369
2.21867,1.46369
0.52821,1.46133
2.21116,1.46133
0.935702,1.44401
2.63596,1.44401
0.928034,1.44648
2.62432,1.44648
0.920384,1.44884
2.61295,1.44884
0.91275,1.45111
2.60185,1.45111
0.905128,1.45328
2.59099,1.45328
0.897517,1.45534
2.58035,1.45534
0.889912,1.4573
2.56992,1.4573
0.882311,1.45916
2.55969,1.45916
0.874712,1.46093
2.54965,1.46093
0.867111,1.46259
2.53978,1.46259
0.859506,1.46414
2.53008,1.46414
0.851893,1.4656
2.52053,1.4656
0.84427,1.46696
2.51112,1.46696
0.836633,1.46822
2.50186,1.46822
0.82898,1.46937
2.49272,1.46937
0.821306,1.47043
2.48371,1.47043
0.813609,1.47138
2.47481,1.47138
0.805885,1.47224
2.46601,1.47224
0.798132,1.47299
2.45732,1.47299
0.790345,1.47364
2.44873,1.47364
0.78252,1.4742
2.44023,1.4742
0.774655,1.47465
2.43181,1.47465
0.766746,1.475
2.42347,1.475
0.758787,1.47525
2.41521,1.47525
0.750777,1.4754
2.40701,1.4754
0.742709,1.47545
2.39888,1.47545
0.734581,1.4754
2.39082,1.4754
0.726387,1.47525
2.38281,1.47525
0.718123,1.475
2.37485,1.475
0.709785,1.47465
2.36694,1.47465
0.701366,1.4742
2.35907,1.4742
0.692863,1.47364
2.35125,1.47364
0.684269,1.47299
2.34346,1.47299
0.675579,1.47224
2.33571,1.47224
0.666788,1.47138
2.32798,1.47138
0.657887,1.47043
2.32029,1.47043
0.648872,1.46937
2.31261,1.46937
0.639735,1.46822
2.30496,1.46822
0.630468,1.46696
2.29732,1.46696
0.621065,1.4656
2.2897,1.4656
0.611515,1.46414
2.28209,1.46414
0.601811,1.46259
2.27448,1.46259
0.591943,1.46093
2.26688,1.46093
0.5819,1.45916
2.25928,1.45916
0.571671,1.4573
2.25168,1.4573
0.561245,1.45534
2.24408,1.45534
0.550607,1.45328
2.23646,1.45328
0.539744,1.45111
2.22884,1.45111
0.52864,1.44884
2.22121,1.44884
0.517277,1.44648
2.21356,1.44648
0.933701,1.42902
2.64705,1.42902
0.925893,1.4315
2.63509,1.4315
0.918102,1.43387
2.62342,1.43387
0.910326,1.43614
2.61202,1.43614
0.902563,1.43831
2.60088,1.43831
0.894809,1.44038
2.58998,1.44038
0.887062,1.44234
2.57929,1.44234
0.879318,1.44421
2.56882,1.44421
0.871576,1.44597
2.55854,1.44597
0.863832,1.44764
2.54844,1.44764
0.856082,1.4492
2.53852,1.4492
0.848325,1.45066
2.52876,1.45066
0.840557,1.45202
2.51914,1.45202
0.832774,1.45328
2.50968,1.45328
0.824973,1.45443
2.50034,1.45443
0.817152,1.45549
2.49113,1.45549
0.809307,1.45645
2.48204,1.45645
0.801434,1.4573
2.47307,1.4573
0.79353,1.45806
2.4642,1.45806
0.785592,1.45871
2.45543,1.45871
0.777615,1.45927
2.44675,1.45927
0.769596,1.45972
2.43816,1.45972
0.761531,1.46007
2.42965,1.46007
0.753416,1.46032
2.42122,1.46032
0.745247,1.46047
2.41286,1.46047
0.73702,1.46052
2.40457,1.46052
0.728729,1.46047
2.39635,1.46047
0.720371,1.46032
2.38818,1.46032
0.711941,1.46007
2.38006,1.46007
0.703434,1.45972
2.372,1.45972
0.694844,1.45927
2.36398,1.45927
0.686166,1.45871
2.356,1.45871
0.677395,1.45806
2.34806,1.45806
0.668525,1.4573
2.34016,1.4573
0.659548,1.45645
2.33229,1.45645
0.65046,1.45549
2.32444,1.45549
0.641252,1.45443
2.31662,1.45443
0.631918,1.45328
2.30882,1.45328
0.622449,1.45202
