X,Y,U,V
15.5,-1.5,-3.77387,-0.0696158
16,-1.5,-3.76228,-0.120537
16.5,-1.5,-3.70021,-0.152952
17,-1.5,-3.58304,-0.119923
17.5,-1.5,-3.40697,0.046228
18,-1.5,-3.21849,0.453028
18.5,-1.5,-3.25083,1.11181
19,-1.5,-3.73363,1.50182
19.5,-1.5,-3.73256,1.49064
20,-1.5,-3.85359,1.45992
20.5,-1.5,-4.25514,0.926747
21,-1.5,-4.22021,0.270804
21.5,-1.5,-4.03945,-0.12126
22,-1.5,-3.85528,-0.262349
22.5,-1.5,-3.74693,-0.306861
23,-1.5,-3.6895,-0.294843
23.5,-1.5,-3.67948,-0.268831
25.5,-1.5,-3.75317,-0.380445
26,-1.5,-3.76167,-0.474014
26.5,-1.5,-3.74611,-0.568607
27,-1.5,-3.71973,-0.650655
27.5,-1.5,-3.67718,-0.735436
28,-1.5,-3.66676,-0.785734
28.5,-1.5,-3.65397,-0.843223
29,-1.5,-3.63803,-0.909509
29.5,-1.5,-3.61786,-0.98669
30,-1.5,-3.59185,-1.07755
30.5,-1.5,-3.375,-1.125
31,-1.5,-3,-1.125
31.5,-1.5,-2.625,-1.125
32,-1.5,-2.25,-1.125
32.5,-1.5,-1.875,-1.125
33,-1.5,-1.5,-1.125
33.5,-1.5,-1.125,-1.125
34,-1.5,-0.75,-1.125
34.5,-1.5,-0.375,-1.125
35,-1.5,0,-1.125
35.5,-1.5,0.375,-1.125
36,-1.5,0.75,-1.125
36.5,-1.5,1.125,-1.125
37,-1.5,1.5,-1.125
37.5,-1.5,1.875,-1.125
38,-1.5,2.25,-1.125
38.5,-1.5,2.625,-1.125
39,-1.5,3,-1.125
39.5,-1.5,3.375,-1.125
-10,-1,-3.74907,-0.0833128
-9.5,-1,-3.74905,-0.0842484
-9,-1,-3.74903,-0.0852053
-8.5,-1,-3.74901,-0.0861841
-8,-1,-3.74899,-0.0871857
-7.5,-1,-3.74896,-0.0882109
-7,-1,-3.74894,-0.0892604
-6.5,-1,-3.74891,-0.0903352
-4.5,-1,-3.7488,-0.0949063
-4,-1,-3.74877,-0.0961223
-3.5,-1,-3.74874,-0.0973698
-3,-1,-3.7487,-0.0986501
-2.5,-1,-3.74867,-0.0999645
-2,-1,-3.74863,-0.101314
-1.5,-1,-3.74859,-0.102701
-1,-1,-3.74855,-0.104127
-0.5,-1,-3.74851,-0.105592
0,-1,-3.74847,-0.107099
0.5,-1,-3.74843,-0.10865
1,-1,-3.74838,-0.110246
1.5,-1,-3.74833,-0.11189
2,-1,-3.74828,-0.113584
2.5,-1,-3.74823,-0.11533
3,-1,-3.74817,-0.11713
3.5,-1,-3.74811,-0.118988
5.5,-1,-3.72991,-0.12192
6,-1,-3.68494,-0.10829
6.5,-1,-3.59223,-0.0693141
7,-1,-3.39482,0.04255
7.5,-1,-2.96744,0.38378
8,-1,-2.13131,1.47732
8.5,-1,-1.44176,4.46974
9,-1,-3.74723,7.35588
9.5,-1,-3.74712,7.35305
10,-1,-3.747,7.35012
10.5,-1,-6.05245,4.45821
11,-1,-5.34536,1.47167
11.5,-1,-4.47919,0.398621
12,-1,-4.00772,0.105033
12.5,-1,-3.75776,0.0876817
13,-1,-3.63257,0.203451
13.5,-1,-3.62974,0.36749
15.5,-1,-3.86129,0.349665
16,-1,-3.85838,0.176634
16.5,-1,-3.73307,0.0517767
17,-1,-3.48297,0.0599098
17.5,-1,-3.01131,0.344115
18,-1,-2.14492,1.40758
18.5,-1,-1.43756,4.38429
19,-1,-3.7427,7.26608
19.5,-1,-3.74222,7.25857
20,-1,-4.47569,7.09055
20.5,-1,-6.03929,3.57229
21,-1,-5.15564,1.01934
21.5,-1,-4.35922,0.177831
22,-1,-3.94771,-0.0530892
22.5,-1,-3.72513,-0.0566307
23,-1,-3.61178,0.0578597
23.5,-1,-3.61393,0.215116
25.5,-1,-3.88026,0.11032
26,-1,-3.90106,-0.0977589
26.5,-1,-3.85805,-0.270989
27,-1,-3.80269,-0.387368
27.5,-1,-3.75751,-0.46453
28,-1,-3.71231,-0.53033
28.5,-1,-3.70639,-0.570214
29,-1,-3.69898,3.1335
29.5,-1,-3.68951,3.07918
30,-1,-3.67718,-0.735436
30.5,-1,-3.375,-0.75
31,-1,-3,-0.75
31.5,-1,-2.625,-0.75
32,-1,-2.25,-0.75
32.5,-1,-1.875,-0.75
33,-1,-1.5,-0.75
33.5,-1,-1.125,-0.75
34,-1,-0.75,-0.75
34.5,-1,-0.375,-0.75
35,-1,0,-0.75
35.5,-1,0.375,-0.75
36,-1,0.75,-0.75
36.5,-1,1.125,-0.75
37,-1,1.5,-0.75
37.5,-1,1.875,-0.75
38,-1,2.25,-0.75
38.5,-1,2.625,-0.75
39,-1,3,-0.75
39.5,-1,3.375,-0.75
-10,-0.5,-3.74977,-0.0416641
-9.5,-0.5,-3.74976,-0.0421322
-9,-0.5,-3.74976,-0.0426109
-8.5,-0.5,-3.74975,-0.0431006
-8,-0.5,-3.74975,-0.0436017
-7.5,-0.5,-3.74974,-0.0441146
-7,-0.5,-3.74973,-0.0446397
-6.5,-0.5,-3.74973,-0.0451774
-4.5,-0.5,-3.7497,-0.0474646
-4,-0.5,-3.74969,-0.048073
-3.5,-0.5,-3.74968,-0.0486972
-3,-0.5,-3.74968,-0.0493378
-2.5,-0.5,-3.74967,-0.0499956
-2,-0.5,-3.74966,-0.050671
-1.5,-0.5,-3.74965,-0.051365
-1,-0.5,-3.74964,-0.0520783
-0.5,-0.5,-3.74963,-0.0528117
0,-0.5,-3.74962,-0.053566
0.5,-0.5,-3.74961,-0.0543421
1,-0.5,-3.74959,-0.0551411
1.5,-0.5,-3.74958,-0.0559639
2,-0.5,-3.74957,-0.0568117
2.5,-0.5,-3.74956,-0.0576855
3,-0.5,-3.22949,0.721493
3.5,-0.5,-3.26576,1.3918
5.5,-0.5,-4.20722,1.39148
6,-0.5,-4.18547,0.729439
6.5,-0.5,-3.53485,-0.0228654
7,-0.5,-3.21281,0.067195
7.5,-0.5,-2.29806,0.415602
8,-0.5,0.861788,2.23614
8.5,-0.5,12.7151,16.3937
9,-0.5,-3.74931,69.9279
9.5,-0.5,-3.74928,69.9265
10,-0.5,-3.74925,69.925
10.5,-0.5,-20.2057,16.3914
11,-0.5,-8.32206,2.2466
11.5,-0.5,-5.10665,0.460293
12,-0.5,-4.09371,0.196646
12.5,-0.5,-3.61574,0.307505
13,-0.5,-3.31301,0.708879
13.5,-0.5,-3.29122,1.36785
15.5,-0.5,-4.20653,1.35891
16,-0.5,-4.18473,0.695434
16.5,-0.5,-3.88197,0.289503
17,-0.5,-3.40396,0.174022
17.5,-0.5,-2.39097,0.432963
18,-0.5,0.824491,2.21446
18.5,-0.5,12.7082,16.3543
19,-0.5,-3.74817,69.8829
19.5,-0.5,-3.74805,69.8791
20,-0.5,-16.6551,64.4109
20.5,-0.5,-16.724,10.6843
21,-0.5,-7.31093,1.52238
21.5,-0.5,-4.83075,0.285351
22,-0.5,-4.00038,0.105865
22.5,-0.5,-3.57798,0.232424
23,-0.5,-3.29525,0.635022
23.5,-0.5,-3.28154,1.29104
25.5,-0.5,-4.26986,1.11552
26,-0.5,-4.23578,0.46229
26.5,-0.5,-4.05591,0.0726511
27,-0.5,-3.91069,-0.113925
27.5,-0.5,-3.82163,-0.20333
28,-0.5,-3.77111,-0.252349
28.5,-0.5,12.7255,7.94462
29,-0.5,-3.73705,34.6886
29.5,-0.5,-3.7346,34.6605
30,-0.5,-16.6386,31.8948
30.5,-0.5,-16.3512,5.03177
31,-0.5,-3,-0.375
31.5,-0.5,-2.625,-0.375
32,-0.5,-2.25,-0.375
32.5,-0.5,-1.875,-0.375
33,-0.5,-1.5,-0.375
33.5,-0.5,-1.125,-0.375
34,-0.5,-0.75,-0.375
34.5,-0.5,-0.375,-0.375
35,-0.5,0,-0.375
35.5,-0.5,0.375,-0.375
36,-0.5,0.75,-0.375
36.5,-0.5,1.125,-0.375
37,-0.5,1.5,-0.375
37.5,-0.5,1.875,-0.375
38,-0.5,2.25,-0.375
38.5,-0.5,2.625,-0.375
39,-0.5,3,-0.375
39.5,-0.5,3.375,-0.375
-10,0,-3.75,0
-9.5,0,-3.75,0
-9,0,-3.75,0
-8.5,0,-3.75,0
-8,0,-3.75,0
-7.5,0,-3.75,0
-7,0,-3.75,0
-6.5,0,-3.75,0
-4.5,0,-3.75,0
-4,0,-3.75,0
-3.5,0,-3.75,0
-3,0,-3.75,0
-2.5,0,-3.75,0
-2,0,-3.75,0
-1.5,0,-3.75,0
-1,0,-3.75,0
-0.5,0,-3.75,0
0,0,-3.75,0
0.5,0,-3.75,0
1,0,-3.75,0
1.5,0,-3.75,0
2,0,-3.75,0
2.5,0,-2.96992,0.520053
3,0,-2.13388,1.61612
3.5,0,-1.44443,4.61115
5.5,0,-6.02642,4.61115
6,0,-5.27352,1.61612
6.5,0,-4.29008,0.520053
7,0,-3.125,0
7.5,0,-1.89815,0
8,0,3.75,0
8.5,0,66.25,0
10.5,0,-73.7321,0.0051256
11,0,-11.1872,0.0209431
11.5,0,-5.44639,0.062184
12,0,-4.02221,0.176393
12.5,0,-3.20992,0.520053
13,0,-2.22648,1.61612
13.5,0,-1.47358,4.61115
15.5,0,-6.02642,4.61115
16,0,-5.27352,1.61612
16.5,0,-4.29008,0.520053
17,0,-3.47779,0.176393
17.5,0,-2.05361,0.062184
18,0,3.68717,0.0209431
18.5,0,66.2321,0.0051256
20.5,0,-43.1019,0
21,0,-9.1342,0.0209431
21.5,0,-5.05938,0.062184
22,0,-3.91012,0.176393
22.5,0,-3.16906,0.520053
23,0,-2.20941,1.61612
23.5,0,-1.46586,4.61115
25.5,0,-6.04818,3.8303
26,0,-5.16517,1.28652
26.5,0,-4.41696,0.416852
27,0,-4.05029,0.142994
27.5,0,-3.88108,0.0504139
28,0,3.69887,0.0164939
28.5,0,66.25,0
30.5,0,-42.7269,0
31,0,-3,0
31.5,0,-2.625,0
32,0,-2.25,0
32.5,0,-1.875,0
33,0,-1.5,0
33.5,0,-1.125,0
34,0,-0.75,0
34.5,0,-0.375,0
35,0,0,0
35.5,0,0.375,0
36,0,0.75,0
36.5,0,1.125,0
37,0,1.5,0
37.5,0,1.875,0
38,0,2.25,0
38.5,0,2.625,0
39,0,3,0
39.5,0,3.375,0
-10,0.5,-3.74977,0.0416641
-9.5,0.5,-3.74976,0.0421322
-9,0.5,-3.74976,0.0426109
-8.5,0.5,-3.74975,0.0431006
-8,0.5,-3.74975,0.0436017
-7.5,0.5,-3.74974,0.0441146
-7,0.5,-3.74973,0.0446397
-6.5,0.5,-3.74973,0.0451774
-4.5,0.5,-3.7497,0.0337471
-4,0.5,-3.74969,0.0343556
-3.5,0.5,-3.74968,0.0349798
-3,0.5,-3.74968,0.0356204
-2.5,0.5,-3.74967,0.0362781
-2,0.5,-3.74966,0.0369536
-1.5,0.5,-3.74965,0.0376476
-1,0.5,-3.74964,0.0383609
-0.5,0.5,-3.74963,0.0390942
0,0.5,-3.74962,0.0398485
0.5,0.5,-3.74961,0.0406247
1,0.5,-3.74959,0.0414237
1.5,0.5,-3.74958,0.0422465
2,0.5,-3.74957,0.0430942
2.5,0.5,-2.29824,0.52774
3,0.5,0.861603,2.35044
3.5,0.5,12.7149,16.5103
5.5,0.5,-20.1879,16.5106
6,0.5,-8.27656,2.3425
6.5,0.5,-4.98617,0.49292
7,0.5,-3.21281,-0.0809124
7.5,0.5,-2.29806,-0.429319
8,0.5,0.861788,-2.24986
8.5,0.5,12.7151,-16.4074
10.5,0.5,-20.1877,-16.398
11,0.5,-8.2763,-2.22718
11.5,0.5,-4.9859,-0.374807
12,0.5,-3.74911,0.0677851
12.5,0.5,-2.51233,0.510454
13,0.5,0.778086,2.36306
13.5,0.5,12.6895,16.5342
15.5,0.5,-20.1872,16.5432
16,0.5,-8.27582,2.3765
16.5,0.5,-4.98538,0.528455
17,0.5,-3.74855,0.0904091
17.5,0.5,-2.51172,-0.347477
18,0.5,0.778739,-2.19504
18.5,0.5,12.6902,-16.3609
20.5,0.5,-16.724,-10.698
21,0.5,-7.26518,-1.50296
21.5,0.5,-4.71,-0.199865
22,0.5,-3.65579,0.158566
22.5,0.5,-2.47457,0.585534
23,0.5,0.795846,2.43691
23.5,0.5,12.6992,16.611
25.5,0.5,-16.7211,10.9969
26,0.5,-7.34582,1.83138
26.5,0.5,-4.92066,0.574345
27,0.5,-4.18785,0.32619
27.5,0.5,-3.92058,0.270129
28,0.5,-3.80902,0.264516
28.5,0.5,12.7255,-7.95834
30.5,0.5,-16.3512,-5.03177
31,0.5,-3,0.375
31.5,0.5,-2.625,0.375
32,0.5,-2.25,0.375
32.5,0.5,-1.875,0.375
33,0.5,-1.5,0.375
33.5,0.5,-1.125,0.375
34,0.5,-0.75,0.375
34.5,0.5,-0.375,0.375
35,0.5,0,0.375
35.5,0.5,0.375,0.375
36,0.5,0.75,0.375
36.5,0.5,1.125,0.375
37,0.5,1.5,0.375
37.5,0.5,1.875,0.375
38,0.5,2.25,0.375
38.5,0.5,2.625,0.375
39,0.5,3,0.375
39.5,0.5,3.375,0.375
-10,1,-3.74907,0.0833128
-9.5,1,-3.74905,0.0842484
-9,1,-3.74903,0.0852053
-8.5,1,-3.74901,0.0861841
-8,1,-3.75489,0.0753823
-7.5,1,-3.75202,0.0800442
-7,1,-3.75,0.0850007
-6.5,1,-3.74906,0.0891564
-4.5,1,-3.7488,0.0949063
-4,1,-3.74877,0.0961223
-3.5,1,-3.74874,0.0973698
-3,1,-3.7487,0.0986501
-2.5,1,-3.74867,0.0999645
-2,1,-3.74863,0.101314
-1.5,1,-3.74859,0.102701
-1,1,-3.74855,0.104127
-0.5,1,-3.74851,0.105592
0,1,-3.74847,0.107099
0.5,1,-3.74843,0.10865
1,1,-3.74838,0.110246
1.5,1,-3.74833,0.11189
2,1,-3.12328,0.113584
2.5,1,-1.89637,0.11533
3,1,3.75183,0.11713
3.5,1,66.2519,0.118988
5.5,1,-73.7299,0.12192
6,1,-11.1849,0.10829
6.5,1,-5.44409,0.0693141
7,1,-3.39482,-0.04255
7.5,1,-2.96744,-0.38378
8,1,-2.13131,-1.47732
8.5,1,-1.44176,-4.46974
10.5,1,-6.0233,-4.45821
11,1,-5.27027,-1.46
11.5,1,-4.28669,-0.360623
12,1,-3.47425,-0.0135036
12.5,1,-2.04991,0.104318
13,1,3.69104,0.149336
13.5,1,66.2361,0.169105
15.5,1,-73.7271,0.18693
16,1,-11.182,0.176153
16.5,1,-5.44093,0.140223
17,1,-4.01644,0.0316194
17.5,1,-3.20381,-0.306116
18,1,-2.22,-1.39591
18.5,1,-1.46671,-4.38429
20.5,1,-6.01014,-3.57229
21,1,-5.06305,-1.01934
21.5,1,-4.16672,-0.139833
22,1,-3.41424,0.144618
22.5,1,-2.01728,0.248631
23,1,3.71182,0.294927
23.5,1,66.2519,0.321478
25.5,1,-43.0812,0.392568
26,1,-9.1741,0.414118
26.5,1,-5.18916,0.438155
27,1,-4.23395,0.46513
27.5,1,-3.91624,0.495614
28,1,-3.78784,0.53033
28.5,1,-3.70639,0.570214
30.5,1,-3.37475,0.748328
31,1,-2.99862,0.744986
31.5,1,-2.62142,0.741055
32,1,-2.25,0.75
32.5,1,-1.875,0.75
33,1,-1.5,0.75
33.5,1,-1.125,0.75
34,1,-0.75,0.75
34.5,1,-0.375,0.75
35,1,0,0.75
35.5,1,0.375,0.75
36,1,0.75,0.75
36.5,1,1.125,0.75
37,1,1.5,0.75
37.5,1,1.875,0.75
38,1,2.25,0.75
38.5,1,2.625,0.75
39,1,3,0.75
39.5,1,3.375,0.75
-10,1.5,-3.74792,0.124931
-9.5,1.5,-3.74787,0.126333
-9,1.5,-3.74782,0.127767
-8.5,1.5,-3.75327,0.121534
-8,1.5,-3.74831,0.129703
-7.5,1.5,-3.74424,0.140266
-7,1.5,-3.74249,0.151783
-6.5,1.5,-3.74384,0.161464
-4.5,1.5,-3.7473,0.171457
-4,1.5,-3.74723,0.173279
-3.5,1.5,-3.74716,0.175148
-3,1.5,-3.74708,0.177066
-2.5,1.5,-3.747,0.179035
-2,1.5,-3.74692,0.181057
-1.5,1.5,-3.74684,0.183134
-1,1.5,-3.74675,0.185269
-0.5,1.5,-3.74666,0.187464
0,1.5,-3.74656,0.189721
0.5,1.5,-3.74646,0.192044
1,1.5,-3.74636,0.194435
1.5,1.5,-3.74625,0.196897
2,1.5,-3.74613,0.199433
2.5,1.5,-2.2947,-0.281725
3,1.5,0.865259,-2.10083
3.5,1.5,12.7187,-16.2569
4,1.5,-3.74562,-69.7896
4.5,1.5,-3.74547,-69.7866
5,1.5,-3.74532,-69.7836
5.5,1.5,-20.2016,-16.2483
6,1.5,-8.31786,-2.10185
6.5,1.5,-5.10232,-0.313812
7,1.5,-3.55263,0.0857597
7.5,1.5,-3.39653,-0.114507
8,1.5,-3.22417,-0.542913
8.5,1.5,-3.26023,-1.21024
10.5,1.5,-4.20075,-1.19672
11,1.5,-4.17872,-0.531011
11.5,1.5,-3.87572,-0.122787
12,1.5,-3.39746,-0.00494731
12.5,1.5,-2.38419,-0.261462
13,1.5,0.831556,-2.04047
13.5,1.5,12.7156,-16.1777
14,1.5,-3.74047,-69.7037
14.5,1.5,-3.75652,-69.6917
15,1.5,-3.74766,-69.6873
15.5,1.5,-20.1954,-16.1511
16,1.5,-8.31124,-2.00042
16.5,1.5,-5.09523,-0.207848
17,1.5,-4.08164,0.0624265
17.5,1.5,-3.60297,-0.0414088
18,1.5,-3.29946,-0.435328
18.5,1.5,-3.27684,-1.08637
20.5,1.5,-4.25514,-0.897592
21,1.5,-4.13619,-0.255654
21.5,1.5,-3.82488,0.1075
22,1.5,-3.35668,0.204853
22.5,1.5,-2.35191,-0.0539398
23,1.5,0.85946,-1.82612
23.5,1.5,12.7421,-15.9519
24,1.5,-3.70529,-69.4604
24.5,1.5,-3.69472,-69.4348
25,1.5,-16.6157,-63.9504
25.5,1.5,-16.6804,-10.1995
26,1.5,-7.30057,-0.991438
26.5,1.5,-4.87007,0.312995
27,1.5,-4.13093,0.614247
27.5,1.5,-3.85606,0.730189
28,1.5,-3.73531,0.803832
28.5,1.5,-3.65397,0.872378
30.5,1.5,-3.37923,1.1497
31,1.5,-3.00503,1.141
31.5,1.5,-2.62777,1.13105
32,1.5,-2.24846,1.12243
32.5,1.5,-1.86852,1.11628
33,1.5,-1.5,1.125
33.5,1.5,-1.125,1.125
34,1.5,-0.75,1.125
34.5,1.5,-0.375,1.125
35,1.5,0,1.125
35.5,1.5,0.375,1.125
36,1.5,0.75,1.125
36.5,1.5,1.125,1.125
37,1.5,1.5,1.125
37.5,1.5,1.875,1.125
38,1.5,2.25,1.125
38.5,1.5,2.625,1.125
39,1.5,3,1.125
39.5,1.5,3.375,1.125
-10,2,-3.7463,0.166502
-9.5,2,-3.74622,0.168369
-9,2,-3.75175,0.164662
-8.5,2,-3.74349,0.175292
-8,2,-3.73428,0.191735
-7.5,2,-3.72672,0.214551
-7,2,-3.72481,0.241198
-6.5,2,-3.73165,0.264541
-4.5,2,-3.7452,0.282223
-4,2,-3.74508,0.284648
-3.5,2,-3.74495,0.287135
-3,2,-3.74482,0.289688
-2.5,2,-3.74468,0.292309
-2,2,-3.74453,0.295
-1.5,2,-3.74438,0.297764
-1,2,-3.74423,0.300605
-0.5,2,-3.74406,0.303526
0,2,-3.74389,0.306529
0.5,2,-3.74371,0.30962
1,2,-3.74353,0.3128
1.5,2,-3.74333,0.316075
2,2,-3.74313,0.319449
2.5,2,-2.96284,-0.197127
3,2,-2.12658,-1.28961
3.5,2,-1.43689,-4.28094
4,2,-3.74222,-7.16597
4.5,2,-3.74196,-7.16203
5,2,-3.74169,-7.15796
5.5,2,-6.04698,-4.2649
6,2,-5.33973,-1.27719
6.5,2,-4.47338,-0.202946
7,2,-3.64894,0.26824
7.5,2,-3.59612,0.172601
8,2,-3.56336,0.016825
8.5,2,-3.60522,-0.161786
10.5,2,-3.85378,-0.14402
11,2,-3.85061,0.0302837
11.5,2,-3.72503,0.156408
12,2,-3.47464,0.149531
12.5,2,-3.00269,-0.133435
13,2,-2.13599,-1.19568
13.5,2,-1.42831,-4.17122
14,2,-3.73311,-7.05187
14.5,2,-3.74996,-7.03542
15,2,-3.74319,-7.02837
15.5,2,-6.03703,-4.13536
16,2,-5.32801,-1.14263
16.5,2,-4.46086,-0.0624018
17,2,-3.98832,0.238788
17.5,2,-3.73721,0.264208
18,2,-3.61075,0.157018
18.5,2,-3.60654,0.00211525
20.5,2,-3.8657,0.102095
21,2,-3.82348,0.28562
21.5,2,-3.68779,0.4128
22,2,-3.43526,0.408651
22.5,2,-2.96323,0.13392
23,2,-2.09587,-0.915418
23.5,2,-1.38527,-3.87397
24,2,-3.67621,-6.7301
24.5,2,-3.68377,-6.70574
25,2,-4.41118,-6.51197
25.5,2,-5.96774,-2.96517
26,2,-5.07587,-0.380436
26.5,2,-4.31728,0.534639
27,2,-3.93832,0.859108
27.5,2,-3.75446,1.00841
28,2,-3.65685,1.1063
28.5,2,-3.58417,1.19541
30.5,2,-3.3911,1.58052
31,2,-3.02123,1.55789
31.5,2,-2.64296,1.53367
32,2,-2.25987,1.5141
32.5,2,-1.87579,1.50091
33,2,-1.49298,1.4932
33.5,2,-1.125,1.5
34,2,-0.75,1.5
34.5,2,-0.375,1.5
35,2,0,1.5
35.5,2,0.375,1.5
36,2,0.75,1.5
36.5,2,1.125,1.5
37,2,1.5,1.5
37.5,2,1.875,1.5
38,2,2.25,1.5
38.5,2,2.625,1.5
39,2,3,1.5
39.5,2,3.375,1.5
-10,2.5,-3.74423,0.208013
-9.5,2.5,-3.7518,0.204843
-9,2.5,-3.7409,0.215275
-8.5,2.5,-3.72524,0.233741
-8,2.5,-3.70568,0.265153
-7.5,2.5,-3.68724,0.314025
-7,2.5,-3.68119,0.37828
-6.5,2.5,-3.7003,0.440064
-4.5,2.5,-3.74251,0.476868
-4,2.5,-3.74232,0.479892
-3.5,2.5,-3.74212,0.482995
-3,2.5,-3.74191,0.486178
-2.5,2.5,-3.74169,0.489446
-2,2.5,-3.74147,0.492802
-1.5,2.5,-3.74123,0.496249
-1,2.5,-3.74099,0.499791
-0.5,2.5,-3.74074,0.503432
0,2.5,-3.74047,0.507176
0.5,2.5,-3.74019,0.511028
1,2.5,-3.7399,0.514993
1.5,2.5,-3.7396,0.519075
2,2.5,-3.73929,0.523279
2.5,2.5,-3.73895,0.527612
3,2.5,-3.21855,-0.248001
3.5,2.5,-3.25447,-0.914631
4,2.5,-3.73786,-1.31041
4.5,2.5,-3.73747,-1.3055
5,2.5,-3.73705,-1.30043
5.5,2.5,-4.22038,-0.894655
6,2.5,-4.25314,-0.220548
6.5,2.5,-3.71708,0.54911
7,2.5,-3.69714,0.525997
7.5,2.5,-3.67831,0.485692
8,2.5,-3.67184,0.430283
8.5,2.5,-3.69051,0.37764
10.5,2.5,-3.76555,0.40268
11,2.5,-3.75373,0.453925
11.5,2.5,-3.69143,0.486591
12,2.5,-3.57404,0.453724
12.5,2.5,-3.39774,0.287636
13,2.5,-3.20903,-0.119218
13.5,2.5,-3.24113,-0.778188
14,2.5,-3.72371,-1.16855
14.5,2.5,-3.72242,-1.1579
15,2.5,-3.73552,-1.13767
15.5,2.5,-4.21103,-0.728951
16,2.5,-4.23495,-0.053425
16.5,2.5,-4.04555,0.37571
17,2.5,-3.86835,0.564384
17.5,2.5,-3.74984,0.620223
18,2.5,-3.68619,0.611005
18.5,2.5,-3.67276,0.583774
20.5,2.5,-3.74453,0.672736
21,2.5,-3.71602,0.737595
21.5,2.5,-3.64667,0.783456
22,2.5,-3.52448,0.763751
22.5,2.5,-3.34437,0.613018
23,2.5,-3.15166,0.224313
23.5,2.5,-3.1713,-0.40822
24,2.5,-3.64129,-0.771346
24.5,2.5,-3.64802,-0.743275
25,2.5,-3.76024,-0.683547
25.5,2.5,-4.15158,-0.118269
26,2.5,-4.10475,0.573362
26.5,2.5,-3.91,1.00527
27,2.5,-3.74729,1.23854
27.5,2.5,-3.6375,1.37974
28,2.5,-3.56218,1.48643
28.5,2.5,-3.50005,1.58617
30.5,2.5,-3.32715,2.02558
31,2.5,-3.06269,2.01748
31.5,2.5,-2.67818,1.95809
32,2.5,-2.28396,1.91543
32.5,2.5,-1.89009,1.88951
33,2.5,-1.50054,1.87544
33.5,2.5,-1.11566,1.86851
34,2.5,-0.75,1.875
34.5,2.5,-0.375,1.875
35,2.5,0,1.875
35.5,2.5,0.375,1.875
36,2.5,0.75,1.875
36.5,2.5,1.125,1.875
37,2.5,1.5,1.875
37.5,2.5,1.875,1.875
38,2.5,2.25,1.875
38.5,2.5,2.625,1.875
39,2.5,3,1.875
39.5,2.5,3.27809,1.82116
-10,3,-3.7535,0.243545
-9.5,3,-3.74254,0.251647
-9,3,-3.72381,0.26676
-8.5,3,-3.69362,0.296006
-8,3,-3.64938,0.352523
-7.5,3,-3.59669,0.456049
-7,3,-3.56408,0.619963
-6.5,3,-3.60609,0.806973
-4.5,3,-3.73923,0.908992
-4,3,-3.73895,0.912612
-3.5,3,-3.73867,0.916325
-3,3,-3.73837,0.920134
-2.5,3,-3.73806,0.924045
-2,3,-3.73773,0.92806
-1.5,3,-3.7374,0.932183
-1,3,-3.73705,0.936421
-0.5,3,-3.73668,0.940776
0,3,-3.7363,0.945254
0.5,3,-3.7359,0.949861
1,3,-3.73549,0.954602
1.5,3,-3.73505,0.959482
2,3,-3.7346,0.964509
2.5,3,-3.73413,0.969688
3,3,-3.73363,0.975028
3.5,3,-3.73311,0.980534
4,3,-3.73256,0.361216
4.5,3,-3.73199,0.367081
5,3,-3.73139,0.373139
5.5,3,-3.73076,1.0044
6,3,-3.71259,1.02254
6.5,3,-3.6819,1.05557
7,3,-3.63713,1.11603
7.5,3,-3.58388,1.22368
8,3,-3.55067,1.3919
8.5,3,-3.59205,1.58343
10.5,3,-3.85635,1.61737
11,3,-3.87993,1.43125
11.5,3,-3.81631,1.25387
12,3,-3.7185,1.11002
12.5,3,-3.6206,0.966612
13,3,-3.55673,0.790558
13.5,3,-3.57987,0.606641
14,3,-3.71231,0.53033
14.5,3,-3.72816,0.535137
15,3,-3.72031,0.550375
15.5,3,-3.84157,0.658031
16,3,-3.863,0.868743
16.5,3,-3.79815,1.07127
17,3,-3.69898,1.2415
17.5,3,-3.59958,1.41262
18,3,-3.53405,1.61781
18.5,3,-3.55536,1.83241
20.5,3,-3.82309,1.88766
21,3,-3.84076,1.72709
21.5,3,-3.74694,1.56766
22,3,-3.64409,1.45446
22.5,3,-3.54286,1.33923
23,3,-3.47465,1.19011
23.5,3,-3.49072,1.03293
24,3,-3.60457,0.980204
24.5,3,-3.60571,1.0302
25,3,-3.6229,1.08144
25.5,3,-3.7268,1.25135
26,3,-3.73156,1.49449
26.5,3,-3.66995,1.70591
27,3,-3.59289,1.86395
27.5,3,-3.5222,1.98663
28,3,-3.44679,2.1022
28.5,3,-3.40485,2.19647
30.5,3,-3.27105,2.58301
31,3,-3.174,2.56636
31.5,3,-2.75873,2.41717
32,3,-2.33165,2.32776
32.5,3,-1.91541,2.28108
33,3,-1.513,2.25839
33.5,3,-1.1213,2.24794
34,3,-0.75,2.25
34.5,3,-0.375,2.25
35,3,0,2.25
35.5,3,0.375,2.25
36,3,0.75,2.25
36.5,3,1.125,2.25
37,3,1.5,2.25
37.5,3,1.875,2.25
38,3,2.25,2.25
38.5,3,2.625,2.25
39,3,3,2.25
39.5,3,3.12019,2.08013
-10,3.5,-3.74688,0.287726
-9.5,3.5,-3.73046,0.297462
-9,3.5,-3.69992,0.316494
-8.5,3.5,-3.6441,0.357042
-8,3.5,-3.54564,0.448226
-7.5,3.5,-3.38944,0.655685
